職缺標題,公司名稱,職務類別,工作待遇,上班地點,工作內容,語文條件,擅長工具要求,工作技能,其他條件,職缺網址
大數據工程師,創域科技有限公司,資料科學家、資料工程師、數據分析師,40000.0,台北市內湖區堤頂大道二段297號7樓 (距捷運西湖站約420公尺),"工作職責
1 負責大數據及報表體系的搭建
2 負責batch類計算和流式計算體系的搭建

任職要求
1 對大數據體系有深入認知，尤其olap體系
2 對clickhouse等常用olap數倉有深入理解
3 對常用job調度系統有深入理解
4 熟悉大數據核心原理及體系，熟練編寫高性能sql
5 對常用開發工具熟悉加分
6 5年以上大數據研發經驗，tb級別數據處理能力",不拘,不拘,不拘,"1. 相關科系或以上學歷，如電機、資訊、統計等相關領域
2. 具備 Python、Java、SQL 等程式設計能力
3. 具備資料庫管理、數據處理與分析經驗
4. 熟悉 ETL 流程開發，並有專案經驗
5. 具備良好的溝通協調能力，能有效與跨部門團隊合作",https://www.104.com.tw/job/8czm0?jobsource=index_s
數據工程師,中國化學製藥股份有限公司,軟體工程師、數據分析師、資料工程師,40000.0,台北市中正區襄陽路23號 (距捷運台大醫院站約190公尺),"1.數據處理 - 建立資料倉儲、資料湖，ETL 工具與流程 
2.數據串接 - 協助串接內外部資料，應用資料 
3.系統優化 - 程式碼與文件維護、效能優化
~熟悉視覺化軟體如 Tableau, Power BI 者加分~",不拘,C#、Java、Python,不拘,"具備2年以上的數據工程師或軟體開發等經驗 
1.演算法、資料結構等程式基礎 
2.熟悉至少一項程式語言，如：Python, C, Java（python尤佳） 
3.熟悉關聯式資料庫概念、基本的 SQL 語法
4.良好的溝通能力，重視團隊合作",https://www.104.com.tw/job/8a8zz?jobsource=index_s
"資料科學工程師 Data Engineer - 集團徵才 - 數據科技 (數數發中心, DDT)_I00016336",國泰金控_國泰金融控股股份有限公司,演算法工程師、資料工程師、軟體工程師,40000.0,台北市大安區,"比起工作內容，你應該要先認識我們的團隊：
我們是一個正在成長的資料科學團隊，在找有熱情、想接受挑戰、能一起攜手成長前進的夥伴

我們需要這樣的人：
1. 對資料工程領域有興趣 - 想朝這個方向發展，探索資料科學專業
2. 重視團隊合作 - 在團隊中互相支援、激勵討論，找出最佳方案來解決問題
3. 自我學習能力 - 世界變化越來越快，新的東西需要一起學習
4. 開放的心 - 不畏懼各種挑戰，這邊有著橫向與縱向的發展機會

資料工程的挑戰變化多端，工作內容大致基於下面四點：
1. 了解各種異質資料結構，建立數據自動化處理、部署與監控機制，確保服務穩定性
2. 與數據分析師、資料科學家合作，進行機器學習、深度學習之模型自動化、模型服
務架構設計、開發與維運，協助業務團隊發揮商業價值
3. 為加速數據驅動轉型，參與相關大數據平台之架構規劃、解決方案設計、開發、測
試、部署與維運管理
4. 上述項目之實踐，依業務情境可能發生於地端、雲端或雲地串接之環境",不拘,不拘,規劃、組織、指導及協調組織內部行政作業、部門人力成本控制、預算編製與成本控管、專案人力資源管理、專案成本╱品質╱風險管理、專案時間╱進度控管、專案採購管理、專案規劃執行╱範圍管理、專案溝通╱整合管理、專案管理架構及專案說明、工作任務╱業績項目分配、培育人員職涯發展、業績目標達成、督導人員工作績效、危機與議題管理、協商談判能力、部門績效目標管理,"1. 熟悉 Linux 作業環境，並具 Python 開發經驗
2. 熟悉 Apache Hadoop Ecosystem，例如 Spark、Hive、HDFS 等
3. 熟悉資料庫語法及操作資料庫之經驗
4. 具 Kubernetes 及 Container 相關技術尤佳
5. 具 CI/CD 方法、工具、流程與自動化經驗尤佳
6. 具部署或設定過監控系統經驗尤佳，例如 Prometheus、Grafana、ELK 等
7. 具雲端大數據平台開發 (例如 AWS、GCP) 經驗尤佳

*本職務為國泰產險數據團隊職缺",https://www.104.com.tw/job/88n2b?jobsource=index_s
RD20100 Data Engineer 數據工程師,華碩電腦股份有限公司,MIS程式設計師、系統工程師,40000.0,台北市北投區,"1. 負責數據建模,資料倉儲,BI系統開發維運發                            
2. 設計與開發ETL程式                            
3. 負責Big Data分析處理                            
4. 開發資料視覺化(Data Visualization)                            
5. 處理使用者問題      ","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",PL/SQL,不拘,"1. 熟 T-SQL , PL/SQL。
2. 具備Python / Power BI / Tableau / Big Data相關開發經驗尤佳。
3.薪資會依學經歷背景及相關工作經驗核薪",https://www.104.com.tw/job/7ba34?jobsource=index_s
AI大數據工程師(台北),丸悅有限公司,數據分析師、AI工程師、工業工程師／生產線規劃,50000.0,台北市中正區,"1.  大數據分析。2.機械手臂應用。3. 機械設計。 4. 設備的維護保養、異常狀況排除。 5. 主管交辦事項。

應徵者須先通過內部的初期審核，然後由公司安排參加專業的培訓課程。",不拘,不拘,不拘,未填寫,https://www.104.com.tw/job/8ckzl?jobsource=index_s
資深數據工程師／Senior Data Engineer (python),烽泰科技有限公司,軟體工程師、數據分析師、資料工程師,40000.0,台北市大同區南京西路捷運中山站六號出口共構大樓 (距捷運中山站約500公尺),"丨此職務另有每月KPI獎金丨

【職責描述】
1. 主要負責設計、開發及維護針對金融業的數據架構與服務，涵蓋數據湖、數據管道及數據服務系統等領域。
2. 負責從REST API提取數據，專門處理各類格式的數據（如JSON、XML等），並開發自動化工具以提高效率。
3. 負責ETL（數據提取、轉換、加載）流程設計，包括數據清洗、預處理及自訂程式開發。
4. 運用CI/CD（持續整合/持續部署）工具和流程，實現自動化測試、版本控制和部署，以提升開發效率和產品品質。
5. 負責把數據資料佈署、備份到AWS雲端。
6. 確保代碼質量，進行單元及整合測試，以保障軟件的穩定性與可靠性。
7. 解決軟件問題和故障，進行故障診斷和緊急修復作業。
8. 關注新技術和行業動態，提供技術建議和改進方案。
9. 其他主管交辦任務。


【職能要求】
1. 擁有優秀的軟體架構與設計能力，熟悉主流的設計模式和開發原則。
2. 2年以上Python程式語言，具備出色的編程技能。
3. 擁有CI/CD經驗，熟悉Jenkins、GitLab、Airflow等CI/CD工具和流程。
4. 至少3年以上MySQL數據庫開發、軟體開發或數據工程相關工作經驗。
5. 良好的溝通能力，重視團隊合作，實現公司商業目標。
6. 重視程式可讀性、效能、安全性、可靠度。
7. 學習能力強，有能力承擔任務及負責專案，並積極主動採取行動。

※國定假日視情況需排班出勤(可遠端工作，依法給予加班)
★若過去曾有相關經驗及作品請於面談階段展示
★依專業能力與經驗程度核薪","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",Python、MySQL、Excel、Outlook、Word、中文打字20~50、英文打字20~50,不拘,"【加分條件】
1. 具有雲端基礎架構實務經驗者優先。
2. 擁有資訊安全相關經驗者優先。
3. 擁有管理團隊經驗者優先。
4. 擁有金融業、交易所、新創產業經驗者優先。
5. 擁有投資經驗者優先。",https://www.104.com.tw/job/8az7d?jobsource=index_s
【數據與數位產品部】數據工程師,數位時代_巨思文化股份有限公司,軟體工程師、資料工程師,40000.0,台北市大安區光復南路102號9樓 (距捷運國父紀念館站約240公尺),"對探索「新商業」的世界有興趣、有熱忱嗎？
我們擁有《數位時代》《經理人》《Shopping Design》《Meet創業小聚》等媒體品牌，
探索的領域橫跨數位科技、管理、風格經濟、創新創業等新型態商業範疇，
我們提供對應的內容、課程、趨勢論壇，匯聚了面對數位時代所需的新人才。

數位時代是站在趨勢浪尖上的媒體品牌，而我們是站在浪尖上的部門，
同時探索著這些新商業的組織、學習內容、人才的供給，如何與企業的需求媒合，
為台灣企業帶來新的成長動能、協助其跟上時代的脈動。透過數據，挖掘更多可能。

我們是一群被賦予媒體轉型任務、每天都在耗盡腦汁、積極探索的團隊，
雖然每個人力量微小，但是我們相信著，只要朝著共同的方向努力，便能創造非凡的影響力。

若你也是熱愛學習、探索未知，又能膽大心細、踏實的 coding 人，
歡迎投下履歷，來找我們聊聊吧！

【工作內容】

1. 負責 ETL 與 Datalake 相關機制建立與維運，設立監控機制來確保資料流的穩定與正確，並提供其他系統或分析師彈性、快速取得數據資料的管道。

2. 負責資料流的建立，包含各種資料源的串接。

3. 負責數據分析的相關機制建立與維運，如：訓練／部署模型、排程推論等。

4. 負責 AI 或數據產品的開發，如：推薦系統等。

5. 協助分析師和資料科學家取得所需的數據資料。

數據部門的工作項目包含商業決策分析、數據分析建模、數據產品開發等，依個人工作能力與專長、意願，有機會調整各種工作類型的比重。


【希望你具備的工作能力】

1. 對於技術或工具擁有優秀的學習能力與高度的熱忱。

2. 能獨立研究，且有良好的解決問題能力。

3. 具備謹慎細心且負責的人格特質。

4. 熟悉任一種後端語言，並有開放積極的心，學習新的語言。

5. 熟悉任一種關聯式資料庫，如 MySql。


【加分項目】

1. 熟悉處理大數據的相關系統或工具。

2. 熟悉雲端相關服務。

3. 熟悉統計分析、機器學習、深度學習等方法與分析語言。


【我們目前常用的技術】

- 程式語言：Python、Golang、PHP 等。

- 雲：以 AWS 為主，另有 Azure 與 GCP。

- 計算資源：AWS ECS、Lambda、EMR、SageMaker、EC2 等。

- 資料倉儲：AWS Redshift、Athena、RDS (MySQL)、Elastic Search 等。

- 資料流相關：Airflow、Airbyte、RabbitMQ 等。

我們致力以簡潔優雅的系統架構，建築穩定、有效率、有彈性的數據服務，樂於考慮各種更合適的解決方案，無論你對上述的技術是否熟悉，只要你有著同樣開放的心胸與優良的學習能力，歡迎加入我們的行列，一同前進。

===

想看看巨思文化辦公環境和工作真心話嗎？
直擊｜開箱巨思文化新辦公室！夥伴：混合辦公交流自由，彈性高效率高
https://www.managertoday.com.tw/articles/view/66475",不拘,不拘,不拘,未填寫,https://www.104.com.tw/job/8byln?jobsource=index_s
數據工程師,時間證券投資顧問股份有限公司,資料工程師、數據分析師、資料庫管理人員,62500.0,台北市大安區仁愛路四段109號13樓之1 (距捷運忠孝敦化站約360公尺),"職位概述
負責利用Python / Excel VBA / SQL 等程式編寫，針對公司數據庫來搜集及分析資料。

工作內容
1. 數據處理 - 公司數據庫的統整、資料處理、分析與優化
2. 程式編寫 - 協助報表統計自動化程式的編寫
3. 系統維護 - 公司資訊系統軟硬體維護

所需資格
1. 熟悉Python、Excel
2. 基本的 SQL 語法、基本 Linux 操作概念
3. 需有獨立作業能力、具備優異的電腦及程式編寫能力
4. 熟悉數據分析與數據挖掘技術
5. 學習新工具的能力、樂於學習的精神、良好的溝通能力、重視團隊合作、
6. 具備自行開發或評估導入外部技術解決方案的能力",不拘,Linux、Python、Excel,資料庫系統管理維護、資料庫程式設計,未填寫,https://www.104.com.tw/job/8ap8e?jobsource=index_s
RD21379 雲端大數據工程師,華碩電腦股份有限公司,軟體工程師,40000.0,台北市北投區,"1. 處理和分析雲端平台數據
2. 維運大數據處理系統",不拘,Git、Python、hadoop、AWS、Hive,不拘,"1. 擁有雲端平台相關開發經驗（如 AWS, AZURE）。
2. 具備大數據工程相關經驗，熟悉大數據技術（如Hadoop、Spark、Hive）。
3. 具備數據處理和分析相關技巧，包含擷取、轉換和載入（ETL）。
4. 具備程式能力，熟悉Python語言、git 版本控制。
5. 熟悉關聯式資料庫與非關聯式資料庫。",https://www.104.com.tw/job/8658o?jobsource=index_s
資料工程師 Data Engineer,果實夥伴股份有限公司,演算法工程師、營運管理師／系統整合／ERP專案師、軟體專案管理師,40000.0,台北市內湖區瑞光路610號2樓 (距捷運西湖站約260公尺),"【工作內容 】
-  ETL 之開發、處理(資料清理、儲存、分析)與監測
- 依據不同業務需求，優化/開發數據資料架構與分析流程
- 依據業務需求產出對應報表資料
- 開發與設計專案所需 API 服務並與後端工程師合作，完成系統產品化程序
- 維護/更新現有服務系統(Airflow, Superset...)
- 與數據產品管理部門及相關團隊密切合作，提供數據技術專業見解 
 
【 技術需求】
- 具備 ML/DL 的開發經驗
- 熟悉分散式架構如  Hadoop, Flink, Spark 等
- 熟悉以下相關開發語言與工具，包括 Python, Jupyter,  Keras, Tensorflow, scikit-learn等
- 熟悉 SQL 語法
- 具備 RESTful 概念, git/git-flow 版本控管和協作技能
-  熟悉 Linux/Unix 環境與具有 Docker / Kubernetes 使用經驗
- 輕鬆閱讀英文技術文件

【 需求條件】
- 樂於團隊合作與良好溝通協調能力
- 工作態度積極、勇於接受挑戰
- 強大的好奇心及應變能力
- 1年以上數據資料處理相關經驗
- 對網站運作熟悉，GA、GTM、網站埋code (JS) 有實際經驗者為佳
- 熟悉以下相關 API framework ，包括 Flask, FastAPI, Django優先考慮
- 對 MLflow/AutoML 有一定的瞭解程度與經驗為佳",不拘,Python、MS SQL,系統整合分析、軟體程式設計、資料庫系統管理維護、資料庫程式設計、資料庫軟體應用,未填寫,https://www.104.com.tw/job/7dpwf?jobsource=index_s
資料工程師(Data Integration Engineer),鑫享科技有限公司,資料工程師、資料庫管理人員、其他資訊專業人員,40000.0,台北市松山區南京東路3段311號6樓,"我們正在尋找一位對數據領域有熱情的資料整合工程師，加入我們的團隊。
此職位將負責設計、開發和維護數據整合解決方案，確保公司數據的有效整合和應用。

主要職責：
1. 設計和實施數據整合架構和流程，以確保數據從不同來源的有效收集、轉換和加載（ETL）。
2. 設計和維護數據模型 (Data Model)，確保數據的結構化存儲和高效查詢。
3. 開發和維護Data Warehouse，並確保其數據的一致性、完整性和可靠性。
4. 與業務單位、系統分析師、其他相關部門合作，理解數據需求並提供相應的技術支持。","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",Data Modeling、ETL、MS SQL、PostgreSQL,不拘,"1. 熟悉 Pentaho Data Integration Tool (Kettle)。
2. 熟悉 SQL語法，資料結構、理解Data Flow且可結合到實務。
3. 熟悉 Data Model 設計理論及實作。
4. 具備優秀的問題解決能力，可獨立思考與獨立作業的能力。
5. 良好的團隊合作精神和溝通能力，跨部門的有效協作。
6. 對分析、資料處理、數據觀察有熱情、邏輯清晰有條理。 
7. 具備自我學習與管理能力 (e.g. 主動積極和自我紀律)。
8. 英文溝通流利佳。",https://www.104.com.tw/job/8cq87?jobsource=index_s
資料工程師_12898,和碩集團_和碩聯合科技股份有限公司,資料工程師、軟體工程師,40000.0,台北市北投區立功街76號 (距捷運關渡站約220公尺),"本團隊主要的工作是將海量數據進行收集與前置處理，提供後續LLM、機器學習、深度學習及統計分析等技術應用在AI產品、智能製造領域以及利用data-driven方式輔助企業決策。
在AI產品部分，運用收集到到的多樣化數據，提供RAG產品來解決客戶的問題。
在智能製造部份，我們會運用各種演算法分析生產製造、人員或能源數據，發掘潛在的異常狀況，進而達到流程的優化及最佳化。
我們致力於開發模型訓練平台、排程工作平台、即時數據監控、資料分析及查詢網站系統，使用者可以透過人性化界面，整合企業資源，有效減少開發時程，使用簡易清楚的操作介面進行效能監控與資料分析。
目前團隊主要負責數據分析、資料工程、後端工程及DevOps四大領域，經過幾年的經驗累積，已在公司內部建立了許多成功的案例及數據分析系統。

本次職缺將為 資料工程師
本團隊常用的專業能力包括:
1. 大數據資料流的規劃與實作
2. 平行化數據處理
3. NoSQL 資料庫應用 (HBase/MongoDB)以及SQL 資料庫應用 (MariaDB/PostgresSQL)
4. Restful API開發
5. CI/CD
6. Python","[{'Language': '英文', 'Listen': '略懂', 'Speak': '略懂', 'Read': '中等', 'Write': '中等'}]",Python、PostgreSQL,不拘,科系：資工、資管、數學相關科系,https://www.104.com.tw/job/882ow?jobsource=index_s
60146S0_商業智慧系統及數據工程師,神通資訊科技股份有限公司,資料工程師、資料科學家、數據分析師,40000.0,台北市內湖區堤頂大道二段187號 (距捷運西湖站約500公尺),"具強烈企圖心和創意，有開放學習的態度與團隊合作的精神，積極主動、學習力強、有熱誠、執行力強、有獨立思考能力。本職務須可自我管理，並對工作有高度責任感。對相關商業智慧、數據工程有興趣者，工作內容:
1. 熟悉資料庫概念，進行資料整備、Data Lake共同設計及維護。
2. 數據處理和分析，開發和維護數據處理系統，包括數據提取、轉換和加載（ETL）過程。
3. 數據庫和儲存管理，設計和管理數據庫，優化數據庫性能，管理大數據儲存系統。
4. 監控系統性能和資源使用情況，進行故障排除，追蹤並解決系統故障和錯誤。
5. 商業智慧系統(如 Qlik Sense, Tableau, Power BI) 應用與實作。
擅長工具：Python, ETL, MS SQL, PostgreSQL, MySQL, HDFS, Qlik Sense, Tableau, Power BI

※工作待遇：將依工作能力與學經歷進行敘薪。","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}, {'Language': '中文', 'Listen': '精通', 'Speak': '精通', 'Read': '精通', 'Write': '精通'}]",Python、ETL、MS SQL、MySQL、PostgreSQL、Tableau、Power BI,不拘, ,https://www.104.com.tw/job/85nbl?jobsource=index_s
數據工程師,喬美國際網路股份有限公司,統計精算人員、演算法工程師、資料庫管理人員,40000.0,台北市南港區忠孝東路六段21號12樓之7 (距捷運後山埤站約220公尺),"工作內容:
1. 利用資料科學洞察客戶行為數據
2. 執行數據清洗、加工、分群
3. 串接多元數據應用 (如：網路爬蟲、文字探勘、地理資訊系統等)
4. 開發自然語言/文字探勘模型、研發數據標籤與應用

條件 :
1. 良好的溝通與表達能力
2. 熟悉SQL , Python , R
3. 熟悉文字探勘(Text Mining)基礎知識","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",Python、R、MS SQL、MySQL、Excel、PowerPoint、Word,Machine Learning、資料庫軟體應用、文書處理軟體操作、簡報軟體操作,"基本:
1年以上數據分析經驗，擅長資料探索、清理、檢誤等處理流程

加分:
1. 開發爬蟲程式、語意分析經驗
2. 具備獨立解決問題尋找答案除錯能力，並願意積極學習新的資料科學與分析相關技術。",https://www.104.com.tw/job/7gpj8?jobsource=index_s
《天下雜誌群》數據工程師 Data Engineer,天下雜誌股份有限公司,資料工程師、數據分析師、資料科學家,40000.0,台北市中山區南京東路二段139號11樓 (距捷運松江南京站約260公尺),"【部門介紹】
天下集團數據中心的數據工程師(Data Engineer) 負責打造更穩健可靠的數據平台，以支撐推薦系統/動態付費牆/CRM/預測型標籤等應用，透過數據做更好的決策，實現數據驅動(Data Driven)的文化。
天下雜誌群共有《天下》、《康健》、《天下學習》、《親子天下》等品牌，分屬在財經管理、健康生活、工作職場以及親子教育等領域。因此對於數據團隊，我們相當於是多家公司的合體，各有各的商業模式跟需求，舉凡電商、內容訂閱、線上教育的數據應用，你/妳都可以參與得到。

【職責】
1. 負責數據平台的架構設計、開發和維護，提升公司業務決策效率和準確性，並推動數據創新應用，為數據分析和應用提供可靠的數據基礎
2. 負責數據的蒐集、儲存、清理和管理，確保數據的品質和可用性
3. 負責數據平台的安全性和性能優化，降低數據成本，提高數據可靠性

【工作內容】
1. 承接既有的資料交換流程，並提升數據品質
2. 開發穩定的雲端架構，儲存和管理公司數據，並符合營運和數據應用需求
3. 協助建置數據治理環境與制度，讓數據治理流程與文化得以落實
4. 研發集團數據創新應用所需的數據架構，例如即時串流數據架構、生成式 AI 環境、數據網格架構(Data Mesh)等
5. 與Data Team、IT Team等團隊合作，提供數據應用支援並提供解決方案
6. 解決數據平台相關的問題，進行故障排除和修復，以確保數據平台穩定運作
7. 追蹤新興技術和行業趨勢，並提供相應的技術建議和優化方案，提升數據平台的效能和功能

【技能要求】
1. 具備規劃維護GCP基礎架構，並熟悉GCP服務和最佳解決方案
2. 具有 Data Orchestration 的實務經驗，熟悉 Airflow 等資料流程管理工具
3. 熟悉 Python、R、SQL 等資料分析相關語言
4. 資料工程相關工作經驗 3 年以上",不拘,Linux、Python、R,不拘,"【加分條件】
•    具有 BigQuery 優化的經驗，熟悉 Cluster table, Partition table等
•    具有 NoSQL 的實務經驗，例如 HBase、Redis、MongoDB
•    具有 Docker和Kubernetes等容器化技術的使用經驗
•    具有建立 Data serving 服務的相關經驗，像是建立高性能 Message queue、API service 
•    具有 NLP 開發實務經驗
•    熟悉 GNU/Linux 系統",https://www.104.com.tw/job/84rxw?jobsource=index_s
【資訊】數據工程師,中租控股_中租迪和股份有限公司,軟體工程師、資料工程師、其他資訊專業人員,40000.0,台北市內湖區瑞光路362號 (距捷運港墘站約420公尺),"1. 使用Informatica或SSIS進行資料導出、資料導入、資料清理、資料轉換作業。
2. 於MSSQL或MySQL或Oracle設計及開發Data Warehouse及Data Mart資料表及資料流程。
3. 於SSRS或Tableau或PowerBI設計及開發業務報表、BI商業智慧報表、內容主要為複雜表格及簡易圖表。",不拘,Python、Informatica、MS SQL、MySQL、Oracle、Tableau,不拘,"1. 熟悉Informatica或SSIS操作及設定。
2. 熟悉MSSQL或MySQL或Oracle資料庫操作及表設計經驗。
3. 熟悉SSRS或Tableau或PowerBI軟體操作。
4. 熟悉Python程式設計、VSCode、Git操作更佳。",https://www.104.com.tw/job/76p4c?jobsource=index_s
數據工程師 (Data Engineer),聚愢科技股份有限公司,資料庫管理人員、演算法工程師、系統分析師,78000.0,台北市士林區天母東路6-4號4樓,"聚愢科技是一家專注於教育領域的AI新創公司。我們使用AI技術，為學生提供個性化的學習體驗。我們正在尋找一位專業的資料工程師，專注於資料預處理和管理。

職責：

1. 資料預處理： 負責預處理來自多種來源和格式（包括但不限於PDF、DOC、CSV、XML、JSON、TXT等）的資料。

2. 資料格式化： 將清理後的文本進一步格式化，以便用於機器學習模型的訓練。這包括將文本分割成題目、選項和答案等不同的部分。

4. 資料整合： 與資料科學家和後端工程師密切合作，確保資料的準確性和可用性。

# 必要條件：

-  熟悉 Python。
- 至少有1年以上在資料工程領域的工作經驗。
- 熟悉常用的資料處理工具和庫。
- 強烈的問題解決和分析能力。


# 加分條件：

- 有教育科技產業的工作經驗。
- 對機器學習模型和資料科學有基本了解。",不拘,Python,模組化系統設計、資料庫程式設計、資料庫軟體應用,未填寫,https://www.104.com.tw/job/81066?jobsource=index_s
數據工程師,恆隆行貿易股份有限公司,軟體工程師,40000.0,台北市內湖區洲子街88號7樓 (距捷運港墘站約380公尺),"1. 設計、開發和維護高效的資料管道，以支持各種資料來源的收集、轉換和加載（ETL）。
2. 管理和優化資料庫及資料倉庫，確保資料的可擴展性、性能和可靠性。
3. 與業務單位及分析師合作，了解他們的資料需求並提供技術支持。
4. 開發和實施資料治理策略，確保資料質量、安全性和合規性。
5. 自動化資料處理任務，提升資料處理效率。
6. 實施和管理資料備份和恢復計劃。
7. 監控資料基礎設施的性能，並進行必要的調整和優化。
8. 使用 Git 進行版本控制和協作開發。
9. 使用 dbt 構建和管理資料轉換工作流。","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",Git、Python、ETL、MS SQL、MySQL、PostgreSQL、hadoop、AWS,不拘,"1. 計算機科學、資訊技術或相關科系經驗者佳。
2. 至少 3 年資料工程相關工作經驗。
3. 熟悉 SQL 和關聯資料庫（如 MSSQL、MySQL、PostgreSQL）。
4. 有大資料技術經驗（如 Hadoop、Spark、BigQuery）。
5. 熟練掌握資料管道和 ETL 工具（如 Prefect、Airflow）。
6. 具備程式設計經驗，熟悉 Python。
7. 熟悉雲服務（如 GCP、AWS、Azure）上的資料管理和處理技術。
8. 熟悉 Git 進行版本控制。
9. 優秀的問題解決能力和數據分析能力。
10.良好的溝通和團隊合作能力。

加分條件：
1. 有機器學習和數據分析相關經驗者佳。
2. 具備資料可視化工具（如 Power BI、Tableau）經驗。
3. 使用 dbt 構建資料轉換工作流的經驗。
4. 英文能力良好，能夠閱讀和撰寫英文技術文檔。",https://www.104.com.tw/job/7uz7d?jobsource=index_s
【凱基證券/資訊部】資深數據工程師,中華開發金融控股股份有限公司|凱基證券|凱基銀行|中華開發資本|凱基投信,軟體工程師、資料工程師,40000.0,台北市中正區重慶南路一段,"1. 資料倉儲等系統之功能開發與維護 
2. 客戶貼標、主題式資料市集等專案之系統分析、開發與測試等",不拘,ETL、MS SQL、Oracle,不拘,"1. 熟MS SQL、Oracle等資料庫具ETL工具(SSIS/Trinity尤佳開發管理經驗
2. 具資料倉儲開發管理、GCP等雲端服務數據資料處理經驗尤佳",https://www.104.com.tw/job/89pxp?jobsource=index_s
Q005Q71_資料分析工程師,神通資訊科技股份有限公司,演算法工程師、AI工程師、資料工程師,40000.0,台北市內湖區堤頂大道二段187號 (距捷運西湖站約500公尺),"1. 開發AI演算法與架構制定並進行軟硬體整合。
2. 針對設備、生產及製程等軟/硬體大數據資料，進行採集及分析。
3. 根據產品開發要求，完成系統架構設計、軟體設計、程式撰寫，並對需求模型進行特徵建構、演算法調優、參數調整、提供API與其他系統串接等工作。
4. 研發方向: 特徵工程/機器學習、深度/強化學習等AI分析技術於機械加工產業或土木災防之應用。

※工作待遇：將依學經歷進行敘薪。","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}, {'Language': '中文', 'Listen': '精通', 'Speak': '精通', 'Read': '精通', 'Write': '精通'}]",Github、Python,軟體程式設計、結構化程式設計、資料庫系統管理維護、資料庫程式設計、資料庫軟體應用, ,https://www.104.com.tw/job/8bjdj?jobsource=index_s
資料工程師,長佑科技股份有限公司,資料工程師、資料科學家、數據分析師,55000.0,台北市中正區重慶南路1段77號7樓之1 (距捷運台北車站約380公尺),"工作內容

參與團隊建構、搜集、整理和清洗金融業數據，開發和維護資料流程，追求自動化，具備統計數據分析和團隊合作能力。",不拘,ETL,資料庫程式設計,熟 PLSQL，上班地點 : 內湖,https://www.104.com.tw/job/8b3xq?jobsource=index_s
數據工程師 Data Engineer,COMMEET_擁樂數據服務股份有限公司,Internet程式設計師、軟體工程師、系統分析師,40000.0,台北市松山區長安東路二段225號A棟1樓之1 (距捷運南京復興站約380公尺),"COMMEET (https://commeet.co) 擴大徵才，歡迎有熱情之新夥伴加入我們的行列

[工作內容]
1 整理、標記數據，以確保數據的準確性與可靠性。 
2 建立/維護/優化資料處理流程與架構(data pipeline)。
3 跟相關的stakeholder合作，解決並優化他們的數據需求。
4 從業人員恪守客戶個資保護敏感度及尊重客戶資料隱密性。
5 其它主管交辦事項。


[必要條件]
• 從業人員恪守客戶個資保護敏感度及尊重客戶資料隱密性
• ﻿熟悉 ML/DL
• ﻿熟悉 python 語言與相關資料庫 (csv、postgres、redis、excel)
• ﻿熟悉圖表可視化(Visualization)，以及圖表分析能力
• ﻿熟悉 git 版本控制
• ﻿如線上初試通過者，將安排線下複試，複試安排 leetcode

[加分項目]
• 具有 OCR 處理數據經驗
• 有kaggle 等競賽平台經驗
• 有新創公司經驗
• 有FinTech 或 ERP/CRM 經驗
• 具財務學歷尤佳 (我們也正招募財務背景PM，歡迎參考)

[人格特質]
• 獨立作業的能力
• 細心負責任
• 勇於溝通，樂於表達自己的想法
• 喜歡主動學習新技術，願意與團隊研究及分享技術新知",不拘,Git、Python,系統架構規劃、系統整合分析、軟體工程系統開發、軟體程式設計、網路程式設計,未填寫,https://www.104.com.tw/job/84ofi?jobsource=index_s
軟體應用.數據工程師,三井日本料理餐飲集團_三井餐飲事業有限公司,軟體工程師、數據分析師、其他資訊專業人員,59500.0,台北市中山區(外縣市提供住宿),"1. 熟SAP ERP模組 或SAP 及.NET程式開發能力。
2. 熟悉WEB應用程式架構及工具。
3. 熟 MS SQL 資料庫及TSQL設計能力。
4. 系統導入與使用者教育訓練。
5. 問題排除與系統日常維運。",不拘,不拘,不拘,1.有數據分析工具開發經驗尤佳。,https://www.104.com.tw/job/7uvms?jobsource=index_s
