職缺標題,公司名稱,職務類別,工作待遇,上班地點,工作內容,語文條件,擅長工具要求,工作技能,其他條件,職缺網址
PLC / SCADA / 大數據及AI應用 規劃工程師 & 儲備主管 (南部地區),穎杰科技股份有限公司,自動控制工程師、電機技師／工程師、軟體工程師,40000,高雄市左營區(居家上班，出差時將至虎尾辦公室),"目前主要負責協助高雄客戶群
(化工及半導體）等相關客戶進行控制系統升級、整合、或新建等專案執行及技術服務。

專案工作內容如下:

1.近期負責PLC及SCADA設計規劃及專案工程執行，
並於設計完進行現場FAT廠驗及SAT實際上線測試，後續驗收、及其它相關工作等。
未來幾年為往高階製程控制Rockwell-Planpax及SIEMENS-PCS7等廠務或製程反應等DCS大型系統發展。

2.協助業務人員至現場使用單位拜訪，勘查現場。

3.各項軟硬體工程施作，所需發包及廠商間規劃協調，工程施作相關專案進度管理等。

4.代表公司參與原廠Rockwell或Siemens等相關外商台灣研討會及受訓等活動。

5.與同仁夥伴一同規劃_創新合作案，智慧預保、生產製程MPC優化，搭配AI人工智慧部門同仁進行協作。

6.搭配上層OSISOFT-PI System大數據資料庫部門協作。

7.邀請應娉工程主管部分，主要將針對不同部門，進行專案工程部完整的_專案管理、教育訓練、以及人員調度分配等管理相關工作，及未來計劃。

備註：專案職位主要為服務高雄半導體及部分化工產業客戶，若有意願能配合出差，協助北區及中區客戶服務，公司將安排辦公室及同仁宿舍，提供居住。","[{'Language': '英文', 'Listen': '略懂', 'Speak': '略懂', 'Read': '略懂', 'Write': '略懂'}]",Python、Excel、PowerPoint、Word、AutoCAD、PLC,軟體程式設計、自動化系統設計整合、自動化設備／系統介面之維護改善,"希望具有Rockwell (Allen-Bradley)  
PLC-5 / SLC-500 /ControlLogix_5000等任一系列規劃使用過經驗；

或是西門子STEP.7/TIA軟體規劃經驗的工作夥伴，以及嘗試工業控制與Osisoft-PI大數據偕同AI部門，進行新型態合作專案之挑戰。",https://www.104.com.tw/job/7w46u?jobsource=index_s
大數據處理工程師_高雄/桃園,鴻佰科技股份有限公司,軟體工程師、演算法工程師,40000,高雄市前鎮區成功二路25號,"Job Summary/Role:
The Big data developer team works closely with the manufacturing functions in all relative data fields, such as, 1) connecting and automating the data pipeline from MFG file servers, API, RDB, etc., 2) building structurally data warehouse and data market for flexible application or dashboard, and 3) also handling data cleansing and data governance. In order to accelerate the development of application/analysis, Big data developer will be the individual contributor with strong experience in the technologies of Big Data, Data warehouse, SQL and NoSQL etc. Also Big data developer will also work closely with data analysts/data scientists to solve the real MFG cases.

Responsibility:
‧ Collaborate with users, data analysts, data scientists to develop flowcharts, layouts and documents to identify solutions.
‧ Architect on real MFG needs and translate requirements into technical needs.
‧ Identify and understand the data sources that are relevant for analysis, and implement efficient data engineering functions (including data ingestion, cleaning, ETL, integration, etc.)
‧ Consolidate the requirements and using data engineering skills to design a robust Data Mart.
‧ Participate in design, architecture review and deployment of Big data and data warehouse solutions.
‧ Design for automation and monitoring mechanism in a continuous integration environment.
‧ Bring new data technology with POC to solve existing data challenges.
‧ With high performance and comprehensive SQL to process data in relational databases (or Map/Reduce style querying for NoSQL databases).
‧ Work closely with user/IT/data science team to design and develop scalable data pipeline or end-to-end analytical workflow.
‧ Provide direction, training, and guidance to less experienced team members.  ","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,"Qualifications:
‧ Proficient in R/Python and related data processing packages (e.g., Pandas)
‧ Proven experience in developing data pipeline, data processing workflow, or data analytics system
‧ Master in using SQL to process data in relational databases such as Oracle and PostgreSQL as well as NoSQL databases.
‧ Ability to thrive in a dynamic, collaborative team environment
‧ Ability to document requirements and specifications.
‧ Excellent verbal and written communication skills.
‧ (Preferred) Have experience in data mining and machine learning
‧ (Preferred) Familiar to build up message queue environment and use it.
? (Prefered) Have experience working with Hadoop ecosystem (e.g., Map Reduce, Hive, Oozie) or Spark, Kafka, Flume, etc.
? (Plus) Familiar with Linux operation system
? (Plus) Have experience in system/database performance tuning. ",https://www.104.com.tw/job/7lf4s?jobsource=index_s
AI數據分析與演算法開發工程師,竑騰科技股份有限公司,軟體工程師、光電工程師、電子工程師,50000,高雄市楠梓區加工出口區經六路61號,"**因新冠肺炎疫情影響，前來廠區面試請務必配戴口罩，謝謝! **

1. C++,C#, Python, PyTorch程式設計撰寫。
2. 深度學習與影像分析演算法開發。","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",C#、C++、Python、Visual C#、Visual C++,軟體工程系統開發、軟體程式設計、Machine Learning,"1. 具深度學習與視覺檢測之運作理論基礎。
2. 積極的工作態度
3. 樂與人溝通協調、互動性佳
4. 具競賽得獎作品優先",https://www.104.com.tw/job/2fobw?jobsource=index_s
高軟園區數據中心-資深機電工程師,鴻海精密工業股份有限公司,電機工程技術員、電信及電力線路架設工、空調冷凍技術人員,40000,高雄市前鎮區成功二路25號,"1.高低壓電力系統保養維護
2.空調系統保養維護
3.電信機房機電空調設備保養維護
4.水電修繕
5.可配合輪班或on call","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,"1.具備空調與機電方面相關證照
2.具電信機房機電維護經驗尤佳
3.具獨立作業與簡報說明能力
4.熟悉Windows/Office作業系統操作
5.具備AutoCAD能力尤佳",https://www.104.com.tw/job/7jyi7?jobsource=index_s
大數據處理工程師(高雄/桃園),鴻海精密工業股份有限公司,軟體工程師、演算法工程師,40000,高雄市前鎮區成功二路25號,"Job Summary/Role:
The Big data developer team works closely with the manufacturing functions in all relative data fields, such as, 1) connecting and automating the data pipeline from MFG file servers, API, RDB, etc., 2) building structurally data warehouse and data market for flexible application or dashboard, and 3) also handling data cleansing and data governance. In order to accelerate the development of application/analysis, Big data developer will be the individual contributor with strong experience in the technologies of Big Data, Data warehouse, SQL and NoSQL etc. Also Big data developer will also work closely with data analysts/data scientists to solve the real MFG cases.

Responsibility:
• Collaborate with users, data analysts, data scientists to develop flowcharts, layouts and documents to identify solutions.
• Architect on real MFG needs and translate requirements into technical needs.
• Identify and understand the data sources that are relevant for analysis, and implement efficient data engineering functions (including data ingestion, cleaning, ETL, integration, etc.)
• Consolidate the requirements and using data engineering skills to design a robust Data Mart.
• Participate in design, architecture review and deployment of Big data and data warehouse solutions.
• Design for automation and monitoring mechanism in a continuous integration environment.
• Bring new data technology with POC to solve existing data challenges.
• With high performance and comprehensive SQL to process data in relational databases (or Map/Reduce style querying for NoSQL databases).
• Work closely with user/IT/data science team to design and develop scalable data pipeline or end-to-end analytical workflow.
• Provide direction, training, and guidance to less experienced team members.","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,"Qualifications:
• Proficient in R/Python and related data processing packages (e.g., Pandas)
• Proven experience in developing data pipeline, data processing workflow, or data analytics system
• Master in using SQL to process data in relational databases such as Oracle and PostgreSQL as well as NoSQL databases.
• Ability to thrive in a dynamic, collaborative team environment
• Ability to document requirements and specifications.
• Excellent verbal and written communication skills.
• (Preferred) Have experience in data mining and machine learning
• (Preferred) Familiar to build up message queue environment and use it.
 (Prefered) Have experience working with Hadoop ecosystem (e.g., Map Reduce, Hive, Oozie) or Spark, Kafka, Flume, etc.
 (Plus) Familiar with Linux operation system
 (Plus) Have experience in system/database performance tuning.",https://www.104.com.tw/job/7aiog?jobsource=index_s
(044)【高雄軟體研發中心專區】-【新幹班】- 數據工程師,鴻海精密工業股份有限公司,系統分析師、軟體工程師、其他資訊專業人員,40000,高雄市前鎮區高軟,"1. 對所有資源(資料、工具、服務)進行語意封裝與動態取用服務
2. 運用LLM、AI Embedding、Vector DB，加速進行各領域應用的Ontology與Graph DB建置","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,"1. 擁有優秀的Python技能、精通機器學習工具包，例如PyTorch
2. 具備物件導向分析設計、知識本體論、OWL、或RDF相關知識
3. 富有創造力、合作精神和專注於專案目標
4. 能夠自信地介紹研究成果，能夠與其他團隊有效溝通合作，並清晰地傳達工作內容
5. 優秀的書面和口頭溝通能力，能夠自信地向大型觀眾介紹研究成果",https://www.104.com.tw/job/81eco?jobsource=index_s
(043)【高雄軟體研發中心專區】-【新幹班】- 數據工程師,鴻海精密工業股份有限公司,軟體工程師、演算法工程師、其他資訊專業人員,40000,高雄市前鎮區高軟,"1. 建置與調教優化Vector DB於各領域的應用 
2. 運用LLM、AI Embedding、Vector DB，加速進行各領域應用的Ontology與Graph DB建置","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,"1. 具有下列任一經驗:
■ 具備Vector DB實務經驗
■ 具備Graph DB至少N年實務經驗
2. 富有創造力、合作精神和專注於專案目標
3. 能夠自信地介紹研究成果，能夠與其他團隊有效溝通合作，並清晰地傳達工作內容
4. 優秀的書面和口頭溝通能力，能夠自信地向大型觀眾介紹研究成果",https://www.104.com.tw/job/81ecm?jobsource=index_s
【南】Blockchain Data Developer | 區塊鏈數據開發工程師,大門科技顧問有限公司,軟體工程師,40000,高雄市苓雅區自強三路3號29樓之7 (距捷運三多商圈站約500公尺),"【關於我們】 
與全球十大平台網站合作，在交易、安全和區塊鏈產品創新方面提供一流的服務體驗。

我們的產品研發團隊自成立以來一直秉承用戶至上和安全至上的理念，產品不斷更新迭代，技術穩中求新。加入產研團隊，你將和一群業內頂尖的技術夥伴一起，打磨高性能、高可靠、創新不斷的全球top5的平台，在這裡，你的發展空間無限，未來可期。

我們正在全球招募更多優秀的志同道合的朋友加入我們，我們理想的候選人：積極主動，邏輯能力較好，有著良好的團隊合作和溝通協調能力；具有一定專研精神，敢於挑戰自我，勇於解決各種未知問題。

【工作內容】
1、負責底層數據結構設計及代碼實現
2、根據業務需求，負責區塊鏈數據節點數據解析、入庫
3、負責數據調度、監控的正常運行
4、響應團隊內部數據分析需求、提供數據服務

【具備條件】
1、大學及以上學歴，信息安全、數學、加密或計算機軟件專業；
2、精通SQL，對關係性、非關係性數據庫有比較深的研究，熟悉數據庫原理，SQL常見問題和調優；
3、熟練掌握C++/Python/GO等語言編程，具備較強的邏輯思維能力；
4、熟練區塊鏈加密算法，共識機制，安全協議，分佈式計算、智能合約等底層協議與運行機制者；
5、熟悉各種主鏈節點數據結構以及解析數據方法；
6、有過大數據處理經驗的優先；",不拘,不拘,不拘,未填寫,https://www.104.com.tw/job/8ah5f?jobsource=index_s
高雄軟體園區-大數據平台開發工程師,鴻海精密工業股份有限公司,軟體工程師,40000,高雄市前鎮區成功二路25號,"1. Develop Cluster Deployment/Management/Monitor Modules
2. Big Data Platform Operation (Hadoop, Spark, HBase, ...)
3. Support Customer to Maintain Big Data Platform","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,"1. Linux, Network architecture
2. Python, Django, SQL
3. Hadoop, Spark, HBase, Hive, …",https://www.104.com.tw/job/5ze1y?jobsource=index_s
ESG管理工程師,強茂股份有限公司,永續管理師、其他專案管理師,40000,高雄市岡山區岡山北路24號,"1. SGS認證工作包含ISO14064/ISO14067/ISO50001/ISO46001
2. 碳能系統管理
3. 供應商碳量管理及推動
4. 節能減碳專案推廣","[{'Language': '英文', 'Listen': '精通', 'Speak': '精通', 'Read': '精通', 'Write': '精通'}]",不拘,不拘,"電腦技能
熟練使用數據分析軟件（如Microsoft Excel、Python、R等）進行環境數據的處理和分析 or 能夠使用數據可視化工具（如Tableau、Power BI等）將分析結果以圖表、圖形等形式清晰呈現 or 熟悉環境監測系統（如排放監測系統、水質監測系統等）的操作和維護 or 具備基本的程式設計能力，能夠編寫腳本或小程序來自動處理數據和提高工作效率。

專業證照（證書）
環境工程師資格 or 環境管理系統（EMS）相關專業資格證書或執業證照 or ISO14064/ISO14067/ISO50001/ISO46001相關專業資格證書或執業證照

特殊條件：
熟悉使用與ESG相關的軟體工具或SBTi規劃/CDP推動相關經驗",https://www.104.com.tw/job/895rh?jobsource=index_s
(029)【高雄軟體研發中心專區】- 數據工程師,鴻海精密工業股份有限公司,軟體工程師、演算法工程師、其他資訊專業人員,40000,高雄市前鎮區高軟,"1. 對所有資源(資料、工具、服務)進行語意封裝與動態取用服務
2. 運用LLM、AI Embedding、Vector DB，加速進行各領域應用的Ontology與Graph DB建置","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,"1. 扎實的機器學習基礎，擁有優秀的Python技能、精通機器學習工具包，例如PyTorch
2. 具備處理大規模數據集進行數據挖掘/索引的經驗
3. 強大的分析和解決問題的能力
4. 了解將原型轉化為最終產品所面臨的挑戰
5. 具備物件導向分析設計、知識本體論、OWL、或RDF相關知識
6. 出色的多職能協作能力：展示了在組織中與算法設計、驗證工程師和其他技術部門合作的能力
7. 強大的軟件工程技能，能夠創建可擴展和堅固的深度學習數據、建模和評估系統基礎設施
8. 在應用研究和開發方面展示了領導能力
9. 富有創造力、合作精神和專注於專案目標，能夠在跨職能團隊中實際工作
10. 能夠自信地介紹研究成果，能夠與其他團隊有效溝通合作，並清晰地傳達工作內容
11. 優秀的書面和口頭溝通能力，能夠自信地向大型觀眾介紹研究成果",https://www.104.com.tw/job/81e9i?jobsource=index_s
【高雄】日文翻譯 SIG-126D,金匠設備工程有限公司,日文翻譯、主管特別助理、資訊助理,33250,高雄市楠梓區,"1、具溝通能力、做事細心、團隊合作精神
2、協助系統數據資料紀錄、製表 及各項數據紀錄‧
3、協助主管或同仁與日籍客戶之溝通。
4、進行現場尋檢並協助工程師或主管進行排除。
6、需要進無塵室，並配合日籍工程師以及客戶端或現場作業人員之溝通
7、遵守各項安全規範確保個人健康及安全

※熟悉 Ｏffice、電腦數據資料處理 &日檢一級優先‧
※視能力情況調薪","[{'Language': '日文', 'Listen': '精通', 'Speak': '精通', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,"日檢一級優先
營造業公安六小時優先",https://www.104.com.tw/job/8a90n?jobsource=index_s
(052)【高雄軟體研發中心專區】-【新幹班】- 資料科學家,鴻海精密工業股份有限公司,軟體工程師、演算法工程師、其他資訊專業人員,40000,高雄市前鎮區高軟,"1. 設計、實施和改進高級統計建模/機器學習/深度學習/數值模擬/優化算法模型（至少其中一個領域）
2. 確保建模計劃與主要利益相關者和公司目標定義的需求目標保持一致，並確定模型改進的新假設
3. 執行大數據分析和預測分析項目，包括特徵工程、模型構建、算法開發等
4. 與數據系統分析師、業務數據分析師、數據工程師、數據平台架構師等團隊緊密合作
5. 維護與優化上線產品的功能","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,"1. 具備1年以上機器學習，統計建模，深度學習（自然語言/圖像），優化算法（OR），數值模擬...等中任何一種的經驗，行業實際應用的模型/算法構建，熟悉區塊鏈(Blockchain)或Web 3尤佳 
2. 熟悉 Python 或 R 或 Java 等編程語言 （具有良好的 Python 編程技能者優先）
3. 執行探索性數據分析的高級能力和統計工作知識
4. 能夠以最有效的方式可視化給定任務的數據，尤其是可視化模型和結果以及調試和排除代碼和模型故障
5. 熱衷於從數據中發現許多見解，對處理複雜數據充滿熱情和耐心
6. 可配合公司執行專案",https://www.104.com.tw/job/81edt?jobsource=index_s
電子助理工程師【高雄路竹廠】,利永環球科技股份有限公司,助理工程師、電子工程師、生產技術／製程工程師,40000,高雄市路竹區環球路461號,"1. 測試線上產品特性
2. 需具備數據整理與撰寫報告的能力
3. 協助工程師實驗規劃",不拘,不拘,不拘,未填寫,https://www.104.com.tw/job/7gh1n?jobsource=index_s
